fold_id	outer_fold	inner_fold	train_precision	train_recall	train_f1_score	train_accuracy	train_auc	train_loss	val_precision	val_recall	val_f1_score	val_accuracy	val_auc	val_loss	test_precision	test_recall	test_f1_score	test_accuracy	test_auc	test_loss
8_2	8	2	0.8808275725279406	0.8496065466437835	0.8633713615858003	0.9016393442622951	0.9095223283314819	1.568103565143996	0.9288461538461539	0.7797701149425287	0.8269398907103824	0.8703703703703703	0.8667422003284072	2.066605586536818	0.6969696969696969	0.6726282051282051	0.666470588235294	0.7833333333333333	0.8015368978932809	3.45418354317101
8_3	8	3	0.898900660742766	0.8588971864471056	0.8758526485962287	0.9036885245901639	0.9143644255479986	1.53543474335369	0.7840211640211641	0.7493103448275862	0.7436630036630036	0.8518518518518519	0.8558116349988272	2.3618349390121782	0.6823809523809523	0.6663782051282051	0.657134328358209	0.7666666666666667	0.7962842383188129	3.7198899603988336
8_4	8	4	0.9080736309299354	0.8557089631455526	0.8778528080006149	0.9077868852459017	0.9128973151878877	1.4700970997730773	0.8527777777777779	0.7964367816091954	0.8165069902774821	0.8518518518518519	0.8737149894440535	2.3618349390121782	0.6721621621621623	0.6392948717948718	0.6401352657004831	0.7666666666666667	0.7809568573664318	3.7198899603988336
8_5	8	5	0.9021194913982157	0.8594929789307656	0.8786734565580023	0.9036885245901639	0.9140932511903431	1.5354347433536901	0.8930250783699059	0.8261904761904763	0.8491010134030729	0.8888888888888888	0.8967719780219781	1.7713762340614578	0.6591318591318591	0.6392948717948718	0.6283574879227054	0.7666666666666667	0.7812988026551857	3.7198899603988336
8_6	8	6	0.8962391026497014	0.8519439537014077	0.8705199978622542	0.9036885245901639	0.9105356056845997	1.53543474335369	0.7262068965517241	0.7095238095238094	0.7128503075871496	0.8333333333333334	0.8321410256410257	2.6570642914875378	0.6345614035087719	0.5992948717948717	0.5947936507936508	0.75	0.7573854287950031	3.9855963776266576
8_7	8	7	0.8919582977418579	0.8533857541601234	0.8700489475132578	0.9016393442622951	0.9112243383798889	1.5681035651439963	0.9041556145004421	0.8261904761904763	0.8576641604010025	0.9074074074074074	0.8988553113553113	1.4761468815860979	0.6969696969696969	0.6726282051282051	0.666470588235294	0.7833333333333333	0.8015368978932809	3.45418354317101
8_8	8	8	0.8653700277724404	0.82866117464942	0.8448648148264271	0.8913934426229508	0.8976762272332127	1.7314476740955276	0.9528735632183908	0.9261904761904762	0.9379585326953748	0.9259259259259259	0.9506410256410257	1.180917529110737	0.6788288288288288	0.6392948717948718	0.6279130434782608	0.7666666666666667	0.7810229949325695	3.7198899603988336
8_9	8	9	0.8838471782172899	0.8570554789307657	0.8680942090275178	0.9057377049180327	0.9140486190928311	1.5027659215633837	0.7844086021505376	0.7357142857142858	0.7484934086629002	0.7962962962962963	0.8350192307692307	3.2475229964382577	0.6734175734175734	0.6392948717948718	0.6193675889328063	0.7666666666666667	0.7813649402213232	3.7198899603988336
9_0	9	0	0.8394671304771194	0.810717092092092	0.8237927817084124	0.8788501026694046	0.8870929758139147	1.9314184292431722	0.7995601173020528	0.7395604395604396	0.7462711864406779	0.8181818181818182	0.8410376116258469	2.8986155798764672	0.7508158508158508	0.5892948717948718	0.5961569416498994	0.75	0.7510739349303179	3.9855963776266576
9_1	9	1	0.8464554272660392	0.8147646459195299	0.8280104780270727	0.8829568788501027	0.8893044023534109	1.8659466221233796	0.6773118279569893	0.6531034482758621	0.6619191919191919	0.8	0.7987268968903952	3.1884771259431854	0.7234188034188034	0.6601602564102564	0.6756579883340447	0.7833333333333333	0.7921059077840993	3.4541835431710086
9_2	9	2	0.8615692483617012	0.8291661926362413	0.842472655854442	0.8852459016393442	0.8967090528377986	1.829454139466446	0.8515151515151516	0.6797701149425287	0.7150776852880639	0.8333333333333334	0.8113816561107201	2.6570642914875378	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_3	9	3	0.9022254173096089	0.8563628010093203	0.8762119799706178	0.9036885245901639	0.912463328879564	1.5354347433536901	0.8183333333333334	0.7464367816091955	0.7557277694982613	0.8333333333333334	0.8464156697161623	2.657064291487537	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_4	9	4	0.8898923618775006	0.8688270299441374	0.8778486826993201	0.9077868852459017	0.9203145752053615	1.4700970997730773	0.8747058823529411	0.6831034482758621	0.7055555555555555	0.8148148148148148	0.808408866995074	2.952293643962897	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_5	9	5	0.8615612282189913	0.8143656715775407	0.8346262373328216	0.889344262295082	0.8897981279229772	1.7641164958858337	0.7366300366300366	0.7142857142857143	0.7012421652421652	0.7777777777777778	0.8264258241758242	3.5427523489136172	0.7374825174825175	0.6292948717948719	0.6523474178403755	0.7666666666666667	0.7728259791823622	3.7198899603988327
9_6	9	6	0.8721066708994417	0.8398017363693968	0.8539718748842399	0.889344262295082	0.9024384958257224	1.7641164958858337	0.8699999999999999	0.819047619047619	0.8205868205868205	0.8888888888888888	0.8959166666666667	1.7713762340614578	0.8215311004784688	0.6626282051282051	0.6914285714285715	0.7833333333333333	0.7931302119865948	3.4541835431710086
9_7	9	7	0.8430658685091285	0.8103092714273906	0.8257209015105456	0.8790983606557377	0.8865984335043484	1.927460604837365	0.8678571428571429	0.7333333333333334	0.7523310023310023	0.8703703703703703	0.8451153846153847	2.0666055865368183	0.7138461538461539	0.6139102564102564	0.628144519289651	0.75	0.7633479572043402	3.9855963776266576
9_8	9	8	0.8799610931686404	0.8385749433493128	0.8568020127763278	0.8954918032786885	0.9026030034674214	1.666110030514915	0.8161904761904761	0.8095238095238095	0.8028571428571428	0.8888888888888888	0.8905347985347986	1.771376234061458	0.7369423558897242	0.6072435897435897	0.6228245184766924	0.75	0.7618003381567211	3.9855963776266576
9_9	9	9	0.8892893190887232	0.8521020366696973	0.8660797692239152	0.8954918032786885	0.9095205703431064	1.6661100305149148	0.7554376657824934	0.7261904761904762	0.7354736842105263	0.8518518518518519	0.8425576923076923	2.3618349390121782	0.7369423558897242	0.6072435897435897	0.6228245184766924	0.75	0.7618003381567211	3.9855963776266576
